Verb,Model,ModelSize,Indices,Examples,Size,Coverage
воскресать,NO_Nom,0.398,788  ,"отголосок,отзвук  ",1,0.5
воскресать,NO_Nom,0.398,778  ,"настроение,настрой  ",1,0.5
воскресать,после_Gen,0.035,351  ,"смерть,гибель  ",70,0.5
грезить,о_Loc,0.282,436  ,"перспектива,будущее  ",26,0.5
грезить,о_Loc,0.282,661  ,"профессия,специальность  ",5,0.6666666666666666
грезить,о_Loc,0.282,654  ,"пост,должность  ",3,0.6666666666666666
грезить,о_Loc,0.282,747  ,"толчок,рывок  ",1,0.5
грезить,о_Loc,0.282,739  ,"фарфор,керамика  ",1,0.5
грезить,о_Loc,0.282,744  ,"перестановка,рокировка  ",1,0.5
грезить,о_Loc,0.282,725  ,"выплавка,плавка  ",1,0.5
грезить,о_Loc,0.282,794  ,"уникальность,оригинальность  ",1,0.5
глушить,NO_Acc,0.449,412  ,"сигнал,импульс  ",101,0.5
глушить,NO_Acc,0.449,77  ,"вино,пиво  ",97,0.5
глушить,NO_Acc,0.449,592  ,"чай,кофе  ",7,0.6666666666666666
глушить,NO_Acc,0.449,530  ,"отвар,настой  ",3,0.5
глушить,NO_Acc,0.449,753  ,"зек,зэк  ",2,0.5
глушить,NO_Acc,0.449,716  ,"речитатив,рифф  ",1,0.5
глушить,NO_Nom,0.054,701  ,"глушитель,пламегаситель  ",1,0.5
глушить,NO_Nom,0.054,781  ,"адреналин,драйв  ",1,0.5
ворочать,NO_Ins,0.437,551  ,"руль,штурвал  ",3,0.5
ворочать,NO_Acc,0.175,551  ,"руль,штурвал  ",3,0.5
жалить,NO_Ins,0.105,540  ,"игла,иголка  ",5,0.5
