Verb,Model,ModelSize,Indices,Examples,Size,Coverage,VerbMeaning
добираться,в_Loc  до_Gen,0.013,"14  61  ","день,время  матч,игра  ",101,0.11845039018952064,
добираться,до_Gen,0.536,"36  ","молоко,мясо  ",101,0.3392857142857142,
добираться,к_Dat,0.009,"21  ","гора,холм  ",100,0.19138755980861236,1
добираться,до_Gen,0.536,"67  ","сцена,театр  ",100,0.36842105263157887,1
добираться,до_Gen,0.536,"131  ","деньга,сумма  ",100,0.25,2.1
добираться,до_Gen,0.536,"85  ","газ,топливо  ",98,0.4666666666666666,2.1
добираться,NO_Ins,0.01,"141  ","способ,метод  ",97,0.21052631578947367,
добираться,до_Gen  на_Loc,0.024,"-  9  ","-  корабль,судно  ",96,0.08849557522123896,
добираться,до_Gen  на_Loc,0.024,"61  178  ","матч,игра  чемпионат,турнир  ",93,0.2368024132730015,
добираться,до_Gen,0.536,"90  ","камень,песок  ",91,0.32142857142857134,2.1
добираться,до_Gen,0.536,"258  ","университет,институт  ",91,0.5833333333333333,1
добираться,до_Gen  на_Loc,0.024,"70  79  ","станция,вокзал  поезд,автобус  ",90,0.27464157706093184,1
добираться,до_Gen,0.536,"93  ","полиция,полицейский  ",90,0.3235294117647059,
добираться,по_Dat,0.006,"98  ","вода,воздух  ",89,0.07407407407407407,
добираться,на_Acc,0.008,"3  ","страна,регион  ",89,0.07978723404255317,
добираться,в_Loc,0.004,"14  ","день,время  ",87,0.13043478260869568,
добираться,к_Dat  до_Gen,0.005,"14  3  ","день,время  страна,регион  ",87,0.10634443416589576,
добираться,до_Gen  NO_Nom,0.091,"4  4  ","нога,рука  нога,рука  ",87,0.09803921568627447,
добираться,NO_Acc,0.001,"14  ","день,время  ",86,0.10144927536231886,
добираться,до_Gen  на_Loc,0.024,"3  10  ","страна,регион  машина,автомобиль  ",86,0.09718528368794326,1
добираться,до_Gen  NO_Nom,0.091,"21  13  ","гора,холм  генерал,полковник  ",86,0.13224926611654292,1
добираться,NO_Nom,0.026,"161  ","часть,половина  ",86,0.2857142857142857,
добираться,NO_Nom,0.026,"7  ","луч,свет  ",85,0.15646258503401358,
добираться,до_Gen  NO_Nom,0.091,"23  -  ","окно,дверь  -  ",84,0.10000000000000002,
добираться,через_Acc,0.005,"-  ","-  ",84,0.0,
добираться,до_Gen,0.536,"222  ","подразделение,служба  ",83,0.4999999999999999,1
добираться,NO_Nom,0.026,"158  ","альбом,трек  ",83,0.33333333333333337,
добираться,до_Gen,0.536,"5  ","одежда,костюм  ",81,0.2328767123287671,
добираться,NO_Nom,0.026,"11  ","преступник,убийца  ",81,0.3055555555555553,1 2.1 2.2
добираться,до_Gen,0.536,"362  ","отсек,кабина  ",80,0.875,1
добираться,NO_Nom,0.026,"25  ","команда,группа  ",80,0.17948717948717952,"1 2.1 2.2 3 "
добираться,до_Gen,0.536,"388  ","могила,кладбище  ",78,0.7142857142857142,1
добираться,до_Gen,0.536,"654  ","пост,должность  ",77,0.6666666666666666,2.2
добираться,до_Gen  NO_Nom,0.091,"3  93  ","страна,регион  полиция,полицейский  ",77,0.09418022528160201,1
добираться,до_Gen,0.536,"148  ","враг,противник  ",77,0.42105263157894735,1
добираться,до_Gen,0.536,"22  ","приложение,браузер  ",76,0.23943661971830993,
добираться,на_Loc,0.015,"70  ","станция,вокзал  ",76,0.08333333333333333,
добираться,до_Gen  NO_Nom,0.091,"3  25  ","страна,регион  команда,группа  ",75,0.08428805237315874,1
добираться,до_Gen  на_Loc,0.024,"-  10  ","-  машина,автомобиль  ",75,0.06770833333333333,
добираться,до_Gen  NO_Nom,0.091,"-  13  ","-  генерал,полковник  ",74,0.07487922705314004,
добираться,до_Gen,0.536,"17  ","чашка,стакан  ",74,0.31645569620253183,
добираться,NO_Ins  до_Gen,0.02,"14  -  ","день,время  -  ",72,0.036231884057971016,
добираться,до_Gen,0.536,"139  ","труба,трубка  ",72,0.42105263157894735,
добираться,от_Gen,0.002,"70  ","станция,вокзал  ",72,0.16666666666666669,1
добираться,NO_Ins  до_Gen,0.02,"-  -  ","-  -  ",71,0.0,
добираться,до_Gen  без_Gen,0.008,"0  57  ","дом,здание  визит,поездка  ",71,0.052320392681838475,
добираться,из_Gen  в_Acc,0.004,"-  73  ","-  журнал,газета  ",71,0.009615384615384616,
добираться,к_Dat  до_Gen,0.005,"14  -  ","день,время  -  ",70,0.06884057971014494,
добираться,до_Gen,0.536,"58  ","кожа,волос  ",69,0.27499999999999997,
добираться,NO_Ins  до_Gen,0.02,"59  -  ","путь,дорога  -  ",69,0.05,
добираться,без_Gen,0.003,"273  ","проблема,вопрос  ",69,0.15789473684210525,
добираться,с_Ins  до_Gen,0.008,"198  0  ","усилие,сила  дом,здание  ",69,0.0825925925925926,
добираться,до_Gen  NO_Nom,0.091,"259  69  ","уровень,показатель  инвестиция,вложение  ",69,0.10488505747126436,2.2
добираться,до_Gen,0.536,"86  ","сумка,чемодан  ",68,0.4333333333333333,2.1 2.2
добираться,до_Gen,0.536,"183  ","золото,серебро  ",68,0.375,2.1
добираться,до_Gen,0.536,"208  ","печь,печка  ",68,0.4666666666666666,
добираться,до_Gen,0.536,"239  ","модуль,блок  ",67,0.6923076923076923,
добираться,до_Gen  NO_Nom,0.091,"3  13  ","страна,регион  генерал,полковник  ",66,0.10367201151197446,1
добираться,до_Gen,0.536,"37  ","сознание,разум  ",66,0.2777777777777778,
добираться,в_Loc,0.004,"-  ","-  ",66,0.0,
добираться,NO_Nom,0.026,"1  ","животное,собака  ",64,0.13432835820895528,1 2.1 2.2
добираться,до_Gen,0.536,"181  ","сайт,страница  ",64,0.4705882352941177,
добираться,до_Gen,0.536,"246  ","награда,медаль  ",62,0.5833333333333333,
добираться,до_Gen  NO_Nom,0.091,"3  8  ","страна,регион  человек,женщина  ",62,0.10192639447958596,1
добираться,до_Gen,0.536,"24  ","меч,клинок  ",62,0.3235294117647059,
добираться,до_Gen,0.536,"110  ","отверстие,щель  ",61,0.5833333333333333,1
добираться,к_Dat,0.009,"0  ","дом,здание  ",60,0.0851851851851852,1
добираться,с_Gen  до_Gen,0.002,"3  -  ","страна,регион  -  ",60,0.010638297872340425,
добираться,до_Gen,0.536,"39  ","фильм,картина  ",60,0.24719101123595505,
добираться,NO_Nom,0.026,"2  ","русский,немец  ",59,0.11848341232227483,"1 2.1 2.2 3 "
добираться,в_Acc  до_Gen,0.004,"14  -  ","день,время  -  ",59,0.07246376811594205,
добираться,до_Gen  NO_Nom,0.091,"-  8  ","-  человек,женщина  ",59,0.04954954954954956,
добираться,до_Gen  NO_Nom,0.091,"-  308  ","-  коронавирус,вирус  ",58,0.2222222222222222,
добираться,NO_Ins  до_Gen,0.02,"14  0  ","день,время  дом,здание  ",58,0.07705314009661837,
добираться,с_Ins,0.003,"198  ","усилие,сила  ",58,0.16,
добираться,в_Acc,0.012,"60  ","ученик,студент  ",58,0.06944444444444445,
добираться,до_Gen,0.536,"2  ","русский,немец  ",57,0.11848341232227483,
добираться,до_Gen  NO_Nom,0.091,"28  -  ","стол,столик  -  ",57,0.08666666666666667,
добираться,по_Dat,0.006,"-  ","-  ",57,0.0,
добираться,к_Dat,0.009,"-  ","-  ",57,0.0,
добираться,до_Gen,0.536,"301  ","рудник,шахта  ",57,0.7777777777777779,1
добираться,от_Gen  до_Gen,0.004,"-  -  ","-  -  ",56,0.0,
добираться,из_Gen  в_Acc  по_Dat,0.001,"-  -  21  ","-  -  гора,холм  ",56,0.003189792663476874,
добираться,до_Gen,0.536,"353  ","памятник,монумент  ",56,0.75,1
добираться,до_Gen,0.536,"305  ","управление,отдел  ",55,0.2222222222222222,1
добираться,в_Loc  до_Gen,0.013,"14  -  ","день,время  -  ",55,0.05797101449275364,
добираться,до_Gen  по_Dat,0.009,"-  59  ","-  путь,дорога  ",54,0.13749999999999998,
добираться,до_Gen,0.536,"653  ","развалина,руина  ",54,1.0,1
добираться,до_Gen,0.536,"62  ","книга,книжка  ",54,0.2051282051282051,2.1 2.2
добираться,к_Dat  до_Gen,0.005,"14  0  ","день,время  дом,здание  ",53,0.06610305958132046,
добираться,до_Gen,0.536,"186  ","еда,пища  ",53,0.375,2.1
добираться,NO_Nom,0.026,"40  ","представитель,руководитель  ",53,0.12290502793296083,1 2.1 2.2 3
добираться,до_Gen  на_Loc,0.024,"21  -  ","гора,холм  -  ",51,0.02870813397129186,
добираться,NO_Ins  до_Gen,0.02,"79  3  ","поезд,автобус  страна,регион  ",50,0.147477693891558,1
добираться,до_Gen  NO_Nom,0.091,"-  9  ","-  корабль,судно  ",50,0.07079646017699115,
добираться,до_Gen  на_Loc,0.024,"3  9  ","страна,регион  корабль,судно  ",49,0.10184051967614384,1
добираться,с_Ins  до_Gen,0.008,"198  28  ","усилие,сила  стол,столик  ",49,0.13333333333333333,
добираться,до_Gen  без_Gen,0.008,"-  57  ","-  визит,поездка  ",49,0.006024096385542169,
добираться,до_Gen,0.536,"443  ","пациент,больной  ",49,0.5,2.1
добираться,из_Gen  до_Gen,0.007,"-  3  ","-  страна,регион  ",49,0.026595744680851064,
добираться,до_Gen,0.536,"78  ","заседание,совещание  ",49,0.30985915492957744,
добираться,до_Gen,0.536,"446  ","бассейн,баня  ",49,0.6666666666666666,1
добираться,в_Acc  до_Gen,0.004,"14  3  ","день,время  страна,регион  ",48,0.09158186864014801,
добираться,в_Acc,0.012,"109  ","точка,сторона  ",48,0.125,
добираться,до_Gen,0.536,"273  ","проблема,вопрос  ",48,0.2631578947368421,2.1
добираться,до_Gen  без_Gen,0.008,"3  57  ","страна,регион  визит,поездка  ",48,0.029960266598308125,
добираться,до_Gen  NO_Nom,0.091,"34  158  ","слово,мнение  альбом,трек  ",48,0.12247474747474747,
добираться,до_Gen,0.536,"69  ","инвестиция,вложение  ",48,0.13793103448275865,
добираться,до_Gen  NO_Nom,0.091,"21  8  ","гора,холм  человек,женщина  ",48,0.10851760851760851,1
добираться,до_Gen,0.536,"124  ","банк,кредитор  ",47,0.19047619047619047,
добираться,NO_Dat,0.001,"-  ","-  ",46,0.0,
добираться,NO_Nom,0.026,"9  ","корабль,судно  ",46,0.17699115044247793,
добираться,до_Gen,0.536,"431  ","статус,звание  ",46,0.6666666666666666,2.2
добираться,NO_Ins  до_Gen,0.02,"14  3  ","день,время  страна,регион  ",46,0.0725023126734505,
добираться,до_Gen  NO_Nom,0.091,"-  7  ","-  луч,свет  ",46,0.0476190476190476,
добираться,до_Gen  NO_Nom,0.091,"-  12  ","-  отец,брат  ",45,0.039408866995073885,
добираться,до_Gen  на_Loc,0.024,"3  -  ","страна,регион  -  ",45,0.031914893617021274,
добираться,до_Gen  на_Loc,0.024,"60  79  ","ученик,студент  поезд,автобус  ",45,0.14986559139784947,
добираться,до_Gen,0.536,"152  ","сотня,десяток  ",45,0.5555555555555557,
добираться,в_Acc,0.012,"0  ","дом,здание  ",45,0.0851851851851852,1
добираться,NO_Ins  до_Gen,0.02,"141  -  ","способ,метод  -  ",45,0.07894736842105263,
добираться,до_Gen  NO_Nom,0.091,"3  158  ","страна,регион  альбом,трек  ",45,0.11377068557919622,
добираться,до_Gen,0.536,"74  ","лошадь,конь  ",45,0.28571428571428575,
добираться,в_Acc,0.012,"70  ","станция,вокзал  ",44,0.08333333333333333,
добираться,до_Gen  NO_Nom,0.091,"0  7  ","дом,здание  луч,свет  ",44,0.07475434618291761,
добираться,до_Gen  NO_Nom,0.091,"0  12  ","дом,здание  отец,брат  ",44,0.08874293012224042,1
добираться,до_Gen  NO_Nom,0.091,"-  95  ","-  террорист,боевик  ",43,0.12499999999999997,
добираться,до_Gen,0.536,"311  ","местоположение,расположение  ",43,0.5555555555555556,1
добираться,до_Gen  NO_Nom,0.091,"21  9  ","гора,холм  корабль,судно  ",43,0.12677308718296143,
добираться,NO_Ins  в_Acc,0.002,"59  -  ","путь,дорога  -  ",43,0.05,
добираться,до_Gen  NO_Nom,0.091,"61  2  ","матч,игра  русский,немец  ",43,0.1280836067565925,1
добираться,до_Gen  NO_Nom,0.091,"21  7  ","гора,холм  луч,свет  ",42,0.06612309995768641,
добираться,до_Gen  NO_Nom,0.091,"-  2  ","-  русский,немец  ",42,0.05687203791469192,
добираться,к_Dat  до_Gen,0.005,"14  21  ","день,время  гора,холм  ",42,0.080455585604327,
добираться,до_Gen  на_Loc,0.024,"-  -  ","-  -  ",42,0.0,
добираться,до_Gen,0.536,"87  ","телеканал,канал  ",42,0.20689655172413796,
добираться,до_Gen,0.536,"177  ","пушка,орудие  ",42,0.411764705882353,
добираться,до_Gen,0.536,"66  ","двигатель,мотор  ",41,0.2857142857142857,
добираться,до_Gen,0.536,"187  ","канава,яма  ",41,0.5625,1
добираться,до_Gen  на_Loc,0.024,"0  10  ","дом,здание  машина,автомобиль  ",41,0.06087962962962962,1
добираться,до_Gen,0.536,"41  ","маг,колдун  ",41,0.3,
добираться,от_Gen,0.002,"-  ","-  ",41,0.0,
добираться,до_Gen,0.536,"114  ","правительство,парламент  ",41,0.2608695652173913,2.1
добираться,NO_Ins  до_Gen,0.02,"-  0  ","-  дом,здание  ",41,0.03888888888888889,
добираться,на_Acc,0.008,"-  ","-  ",41,0.0,
добираться,до_Gen  NO_Nom,0.091,"4  -  ","нога,рука  -  ",40,0.053921568627450955,
добираться,до_Gen,0.536,"170  ","конструкция,каркас  ",40,0.5294117647058824,
добираться,в_Acc,0.012,"21  ","гора,холм  ",40,0.09090909090909088,
добираться,в_Loc  до_Gen,0.013,"-  61  ","-  матч,игра  ",40,0.07692307692307691,
добираться,без_Gen,0.003,"195  ","инцидент,событие  ",40,0.13333333333333333,
добираться,до_Gen  NO_Nom,0.091,"-  40  ","-  представитель,руководитель  ",40,0.05586592178770947,
добираться,до_Gen  по_Dat,0.009,"21  21  ","гора,холм  гора,холм  ",40,0.0741626794258373,
добираться,до_Gen,0.536,"91  ","камера,видеокамера  ",40,0.17857142857142855,
добираться,из_Gen,0.004,"60  ","ученик,студент  ",39,0.013888888888888888,
добираться,до_Gen  NO_Nom,0.091,"70  -  ","станция,вокзал  -  ",39,0.13888888888888892,
добираться,в_Acc  NO_Nom  до_Gen,0.002,"14  40  -  ","день,время  представитель,руководитель  -  ",39,0.008555312660243435,
добираться,до_Gen,0.536,"481  ","застава,блокпост  ",38,0.8,1
добираться,до_Gen,0.536,"478  ","тайна,секрет  ",38,0.8,
добираться,до_Gen  на_Loc,0.024,"21  10  ","гора,холм  машина,автомобиль  ",38,0.10232256778309409,1
добираться,NO_Nom,0.026,"46  ","песнь,песня  ",38,0.08333333333333333,
добираться,до_Gen  без_Gen,0.008,"0  273  ","дом,здание  проблема,вопрос  ",38,0.11598440545808966,
добираться,до_Gen,0.536,"337  ","предмет,вещь  ",38,0.5,2.1
добираться,до_Gen  по_Dat,0.009,"3  59  ","страна,регион  путь,дорога  ",38,0.16675531914893615,
добираться,до_Gen  за_Acc,0.003,"3  14  ","страна,регион  день,время  ",37,0.051225716928769656,
добираться,в_Acc  до_Gen,0.004,"14  0  ","день,время  дом,здание  ",37,0.06932367149758455,
добираться,NO_Nom  на_Acc,0.001,"104  21  ","число,количество  гора,холм  ",37,0.01905901116427432,
добираться,до_Gen  на_Loc,0.024,"21  79  ","гора,холм  поезд,автобус  ",37,0.17386942429387248,1
добираться,в_Acc  через_Acc,0.001,"-  -  ","-  -  ",37,0.0,
добираться,до_Gen,0.536,"57  ","визит,поездка  ",37,0.1566265060240964,
добираться,через_Acc,0.005,"14  ","день,время  ",36,0.07246376811594203,
добираться,в_Loc  до_Gen,0.013,"7  0  ","луч,свет  дом,здание  ",36,0.0555933484504913,
добираться,до_Gen  NO_Nom,0.091,"0  13  ","дом,здание  генерал,полковник  ",36,0.08647342995169079,1
добираться,NO_Acc  до_Gen,0.003,"130  0  ","давление,напряжение  дом,здание  ",36,0.02566137566137566,
добираться,NO_Ins  до_Gen,0.02,"59  0  ","путь,дорога  дом,здание  ",36,0.08518518518518518,
добираться,в_Acc  на_Loc,0.005,"-  79  ","-  поезд,автобус  ",35,0.14516129032258063,
добираться,до_Gen  NO_Nom,0.091,"10  -  ","машина,автомобиль  -  ",35,0.046875,
добираться,до_Gen  NO_Nom,0.091,"3  7  ","страна,регион  луч,свет  ",35,0.0867708785641916,
добираться,до_Gen,0.536,"51  ","гном,эльф  ",35,0.35555555555555546,
добираться,до_Gen  NO_Nom,0.091,"3  11  ","страна,регион  преступник,убийца  ",35,0.11524822695035458,1
добираться,до_Gen,0.536,"143  ","сеть,интернет  ",34,0.42105263157894735,2.1
добираться,до_Gen,0.536,"493  ","имущество,собственность  ",34,0.6000000000000001,
добираться,до_Gen  NO_Nom,0.091,"216  -  ","отель,гостиница  -  ",34,0.17857142857142855,
добираться,через_Acc,0.005,"21  ","гора,холм  ",34,0.09090909090909088,
добираться,до_Gen,0.536,"158  ","альбом,трек  ",34,0.2777777777777778,
добираться,до_Gen,0.536,"393  ","осколок,обломок  ",34,0.857142857142857,
добираться,из_Gen  в_Acc,0.004,"73  73  ","журнал,газета  журнал,газета  ",34,0.009615384615384616,
добираться,в_Loc  до_Gen,0.013,"297  -  ","начало,конец  -  ",34,0.15000000000000002,
добираться,до_Gen,0.536,"38  ","нападение,атака  ",34,0.07407407407407407,
